horizon,source,target,weighted_selection_frequency,weighted_sign_stability,weighted_mean_strength,latest_strength,strength_retention,n_contributions,weighted_mean_loss_improvement,contribution_hit_rate,contribution_t_stat,survival_score
1,sp500,brlusd,1.0,1.0,0.07690845083048284,0.06584185244918216,0.8561068613162806,709,-3.2637939737738846e-07,0.47916194579164395,-0.6532256013170937,0.0
1,sp500,krwusd,1.0,1.0,0.20296001377149167,0.18904300672294463,0.9314298083157607,709,-1.369146832412712e-06,0.4624091496842626,-1.415356677227418,0.0
1,us2y,krwusd,1.0,1.0,0.1271102492943636,0.10900672667692038,0.857576216568352,709,-3.1869018761038427e-07,0.46499555105843005,-0.5932421304398557,0.0
1,pw_panama_canal_n_total_z,henry_hub,1.0,1.0,0.15744242664266248,0.10196593665525838,0.6476395138820128,709,-7.649568328121978e-06,0.4682933905536824,-0.10481163177325706,0.0
1,vix,brlusd,0.9724314465512728,1.0,0.07303593996644299,0.06812902038792569,0.9328150006589656,669,-1.6869420820077744e-07,0.47479919501416185,-0.2776998663147774,0.0
1,vix,audusd,0.9116516722538607,1.0,0.06562618286139807,0.06622016595965528,1.0090510078806763,549,-2.1858451859932173e-07,0.4495337861052638,-0.7193589855522454,0.0
1,eurusd,vix,0.8706066323403743,1.0,0.06525626890521842,0.06375719663723652,0.9770279194147733,309,-0.003787841118388382,0.5141760563352785,-0.18119386379504587,0.0
1,sp500,vix,0.8630181394064703,1.0,0.05285760741021924,0.04898012610653546,0.9266428903300279,680,-0.002716013132458931,0.49837030120756337,-0.06131300059037233,0.0
1,brent,brlusd,0.7982317673707265,1.0,0.05512217985934422,0.06180230570349819,1.121187621048364,629,-4.3382525533405524e-07,0.5028658538242313,-0.9299132022998554,0.0
1,cnyusd,us2y,0.6316129505103217,1.0,0.053006565237567534,0.04483014818893697,0.8457470878940169,640,-2.5681430802397035e-05,0.4144104968272835,-1.4735462814742528,0.0
1,eurusd,wti,0.6066466127898357,1.0,0.06709946092890684,0.033325527312164746,0.4966586445079459,640,-0.07678263037516876,0.5194228388998401,-1.1073593016403152,0.0
1,brlusd,wti,0.41414814896445146,1.0,0.04502955993500367,0.03122063626787148,0.6933364730398389,580,-0.004181240527719275,0.5043725286730317,-0.47424713258259743,0.0
1,brlusd,us2y,0.39907132942031853,1.0,0.05063838336958784,0.048101451854159094,0.9499010168450132,500,-4.522506760364094e-05,0.48465639009186096,-1.6990779151121458,0.0
1,eurusd,audusd,0.31221671670507634,0.9948618720034098,0.04603064109882172,0.037230241617040846,0.8088143186429323,240,-3.0161176979985435e-07,0.4497497901773864,-1.5597315060212786,0.0
1,krwusd,cnyusd,0.23532362011822772,0.7359150153454567,0.03633941804996207,0.022029317550617537,0.606209970680599,200,-4.343826480991408e-09,0.45186214766512023,-0.17582007489355544,0.0
1,pw_malacca_strait_capacity_z,us2y,0.20406647411698559,1.0,0.042548424250955834,0.03199699683851928,0.7520136738741972,220,-1.3873237644268067e-05,0.49577586010058117,-0.44167783356842055,0.0
1,wti,sp500,0.12939336765962584,1.0,0.03952787225253171,0.030328477675445633,0.767268156547514,400,-3.735214891624379e-07,0.4765329065579127,-0.5083529669425899,0.0
1,pw_strait_of_hormuz_capacity_z,brent,0.11529761453076326,1.0,0.04164558216472537,0.04917004906614173,1.180678634090262,80,-1.8064287606917865e-07,0.5433610252397889,-0.014032241425437627,0.0
1,brlusd,audusd,0.09835070760163446,0.8647473010856317,0.03037716190262548,0.0221969096495107,0.7307104501948957,360,-2.470653046149885e-07,0.4646009874176552,-1.3104425057003664,0.0
